48424	Word --> Prefix Stem Suffix
5	Char --> fffe708a
5	Char --> fffe547e
4	Char --> fffeca8c
7	Char --> fffeac50
2	Char --> fffe3b9f
8	Char --> fffe307d
4	Char --> fffe0977
11	Char --> fffea863
6	Char --> fffe6579
3	Char --> fffef88a
5	Char --> fffead7d
4	Char --> fffe2f6e
8	Char --> fffe9766
8	Char --> fffe4088
2	Char --> fffe3e7c
2	Char --> fffede6e
6	Char --> fffe9f60
3	Char --> fffe3883
6	Char --> fffed67c
15	Char --> fffe3c68
2	Char --> fffe707f
4	Char --> fffe1289
5	Char --> fffe025c
5	Char --> fffe8596
6	Char --> fffec496
2	Char --> fffeee56
3	Char --> fffeb891
2	Char --> fffee37a
3	Char --> fffedc59
36	Char --> fffe004e
6	Char --> fffeeb59
3	Char --> fffee972
2	Char --> fffef29d
11	Char --> fffee356
2	Char --> fffec073
4	Char --> fffe6180
7	Char --> fffe8092
7	Char --> fffee396
4	Char --> fffef88e
27	Char --> fffedd4f
9	Char --> fffef65e
3	Char --> fffee16f
3	Char --> fffe2766
2	Char --> fffe726c
7	Char --> fffe8773
4	Char --> fffe5c75
5	Char --> fffed299
3	Char --> fffe4530
2	Char --> fffe5697
6	Char --> fffef55f
2	Char --> fffe5f9f
6	Char --> fffec484
2	Char --> fffeb08f
2	Char --> fffef131
2	Char --> fffeca90
5	Char --> fffec371
2	Char --> fffe3058
4	Char --> fffe767d
7	Char --> fffe795e
2	Char --> fffe2b75
2	Char --> fffe7779
2	Char --> fffe506c
3	Char --> fffe4963
12	Char --> fffeb38d
2	Char --> fffea461
12	Char --> fffe5b88
3	Char --> fffe6665
2	Char --> fffe6a91
4	Char --> fffe315f
2	Char --> fffe2c72
2	Char --> fffe6d7e
2	Char --> fffe0590
2	Char --> fffe1570
2	Char --> fffe8462
15	Char --> fffe2390
5	Char --> fffef367
2	Char --> fffeeb6d
2	Char --> fffe8374
3	Char --> fffe2d64
3	Char --> fffe3251
11	Char --> fffe817a
2	Char --> fffe144e
3	Char --> fffed18c
2	Char --> fffe5481
30	Char --> fffe8b4e
2	Char --> fffe9789
8	Char --> fffe2a51
2	Char --> fffee89b
2	Char --> fffe0a8a
2	Char --> fffe6861
4	Char --> fffe9c65
6	Char --> fffeee4f
2	Char --> fffee760
20	Char --> fffe5630
3	Char --> fffe5e97
2	Char --> fffec552
5	Char --> fffeb27d
2	Char --> fffe428e
6	Char --> fffe2e73
5	Char --> fffefd51
11	Char --> fffef053
2	Char --> fffe9659
4	Char --> fffe6575
9	Char --> fffe4d96
2	Char --> fffe4b66
2	Char --> fffe8368
2	Char --> fffea381
4	Char --> fffe8d50
3	Char --> fffe3a63
4	Char --> fffe4366
2	Char --> fffecb69
3	Char --> fffef16f
20	Char --> fffe7795
3	Char --> fffe4f9b
3	Char --> fffeab64
2	Char --> fffe2d9c
10	Char --> fffe2b59
2	Char --> fffe2f9c
26	Char --> fffe6972
2	Char --> fffe9378
4	Char --> fffe1660
2	Char --> fffe5880
6	Char --> fffe7780
4	Char --> fffec158
3	Char --> fffe4971
12	Char --> fffe1a59
5	Char --> fffe1b67
3	Char --> fffe4e98
111	Char --> fffe4d30
6	Char --> fffe9d4f
2	Char --> fffebe71
2	Char --> fffea54e
3	Char --> fffe1f63
2	Char --> fffebc6d
2	Char --> fffe187d
2	Char --> fffe2b7e
2	Char --> fffe3e81
14	Char --> fffe3296
3	Char --> fffedd51
5	Char --> fffe5679
3	Char --> fffef49c
5	Char --> fffe1875
3	Char --> fffe0c99
12	Char --> fffe636b
3	Char --> fffeab83
21	Char --> fffe2959
5	Char --> fffea69e
5	Char --> fffe6230
2	Char --> fffe0598
2	Char --> fffea495
2	Char --> fffeff7a
4	Char --> fffec870
6	Char --> fffe3d5c
78	Char --> fffecf30
3	Char --> fffe3c4e
5	Char --> fffeca83
2	Char --> fffe847a
4	Char --> fffe5883
2	Char --> fffe0f6f
7	Char --> fffe0d7d
4	Char --> fffe5e74
2	Char --> fffe4a8e
6	Char --> fffe0580
2	Char --> fffe998e
13	Char --> fffec696
3	Char --> fffe1894
4	Char --> fffed862
2	Char --> fffeb68c
3	Char --> fffe6863
9	Char --> fffe9950
16	Char --> fffe1f77
6	Char --> fffe5175
2	Char --> fffee264
5	Char --> fffec178
6	Char --> fffe3a53
2	Char --> fffed369
11	Char --> fffe8f89
2	Char --> fffe4f7b
10	Char --> fffe5e98
13	Char --> fffe4859
2	Char --> fffe676e
51	Char --> fffeba4e
9	Char --> fffe9c67
2	Char --> fffe0852
3	Char --> fffe2350
3	Char --> fffe785e
4	Char --> fffe034e
4	Char --> fffe4e6c
2	Char --> fffe0d7a
8	Char --> fffe9e8f
3	Char --> fffe4e61
2	Char --> fffe8888
2	Char --> fffe1e90
5	Char --> fffef268
16	Char --> fffe7151
5	Char --> fffee07d
190	Char --> fffea430
3	Char --> fffe0d4f
11	Char --> fffe7551
15	Char --> fffe886d
10	Char --> fffe0752
11	Char --> fffe7d59
12	Char --> fffe7751
4	Char --> fffec952
7	Char --> fffe944e
5	Char --> fffe7830
4	Char --> fffe4a52
2	Char --> fffe4c51
7	Char --> fffe3380
4	Char --> fffe0e54
2	Char --> fffe4d7e
5	Char --> fffee190
4	Char --> fffe8b82
2	Char --> fffec17f
9	Char --> fffea051
3	Char --> fffe0786
2	Char --> fffe6a6c
142	Char --> fffede30
3	Char --> fffedc55
8	Char --> fffe047e
7	Char --> fffeba78
3	Char --> fffe2d57
3	Char --> fffe056e
3	Char --> fffe6960
4	Char --> fffe8490
4	Char --> fffe3474
6	Char --> fffe5c6d
2	Char --> fffe798c
6	Char --> fffe5f67
3	Char --> fffe2b50
14	Char --> fffe1f61
2	Char --> fffe3156
3	Char --> fffece90
2	Char --> fffe1856
7	Char --> fffe9666
2	Char --> fffe679f
10	Char --> fffe4d52
2	Char --> fffe0599
2	Char --> fffe3e70
3	Char --> fffe1099
2	Char --> fffe4999
5	Char --> fffe0d67
7	Char --> fffed063
4	Char --> fffe2c82
3	Char --> fffe785b
6	Char --> fffed397
10	Char --> fffe3f62
4	Char --> fffee298
2	Char --> fffe6075
3	Char --> fffe5972
2	Char --> fffe2e90
6	Char --> fffe427d
3	Char --> fffea666
2	Char --> fffe3a78
2	Char --> fffe2151
8	Char --> fffed179
3	Char --> fffec583
5	Char --> fffea48a
158	Char --> fffebf30
2	Char --> fffe0c5f
4	Char --> fffe2171
4	Char --> fffebf6c
4	Char --> fffe7459
63	Char --> fffe4630
7	Char --> fffec562
2	Char --> fffeae4f
2	Char --> fffea99e
17	Char --> fffea97f
8	Char --> fffe348a
2	Char --> fffe109c
2	Char --> fffe706f
3	Char --> fffe7591
2	Char --> fffe9880
3	Char --> fffe456d
3	Char --> fffe5458
8	Char --> fffe5e80
3	Char --> fffefe76
3	Char --> fffef366
4	Char --> fffe2f63
8	Char --> fffefe98
2	Char --> fffecd64
3	Char --> fffef54f
3	Char --> fffeb382
2	Char --> fffe007a
5	Char --> fffefb5e
10	Char --> fffe884e
2	Char --> fffe1662
3	Char --> fffe4496
7	Char --> fffe2654
6	Char --> fffe7a96
4	Char --> fffe0698
2	Char --> fffe2d59
2	Char --> fffebe59
3	Char --> fffe8a70
8	Char --> fffe8c5b
6	Char --> fffe216a
2	Char --> fffe316f
6	Char --> fffece57
22	Char --> fffef65c
2	Char --> fffee05c
3	Char --> fffed292
8	Char --> fffecf50
2	Char --> fffe6069
11	Char --> fffea15f
3	Char --> fffe344f
8	Char --> fffed196
6	Char --> fffeff66
8	Char --> fffe0e5d
2	Char --> fffe3461
4	Char --> fffee553
4	Char --> fffef480
5	Char --> fffee381
2	Char --> fffe1399
5	Char --> fffe546f
6	Char --> fffe6377
2	Char --> fffe929b
71	Char --> fffeba30
15	Char --> fffe3b53
2	Char --> fffedd99
3	Char --> fffea685
2	Char --> fffe4a6e
2	Char --> fffe9971
3	Char --> fffea551
5	Char --> fffe9c55
16	Char --> fffee730
2	Char --> fffedb77
2	Char --> fffe5870
4	Char --> fffe017e
5	Char --> fffe635e
2	Char --> fffeab9b
47	Char --> fffe7030
6	Char --> fffec96c
3	Char --> fffe8965
4	Char --> fffe2671
2	Char --> fffebb96
2	Char --> fffeb64f
5	Char --> fffe4a57
7	Char --> fffe6388
2	Char --> fffe2574
46	Char --> fffefa51
2	Char --> fffe0253
2	Char --> fffee391
3	Char --> fffecc83
3	Char --> fffec06d
2	Char --> fffead50
19	Char --> fffe3652
2	Char --> fffe9982
3	Char --> fffe4a5c
2	Char --> fffe627a
80	Char --> fffec130
4	Char --> fffe7e6e
37	Char --> fffed552
3	Char --> fffe5b93
44	Char --> fffeb630
5	Char --> fffef15d
2	Char --> fffe1f62
9	Char --> fffef360
3	Char --> fffe2a8f
3	Char --> fffecb7d
4	Char --> fffe075d
6	Char --> fffe504f
4	Char --> fffe7375
3	Char --> fffeda80
4	Char --> fffeb152
5	Char --> fffe7f67
4	Char --> fffeca5e
2	Char --> fffe9f63
13	Char --> fffefc30
3	Char --> fffed97a
2	Char --> fffe8a90
4	Char --> fffe5159
7	Char --> fffe0051
2	Char --> fffe3f8f
2	Char --> fffe579c
2	Char --> fffeb870
7	Char --> fffe618c
4	Char --> fffe8363
219	Char --> fffea230
20	Char --> fffefe5b
2	Char --> fffeab75
2	Char --> fffe5d6c
4	Char --> fffe6798
2	Char --> fffe647c
9	Char --> fffe7d69
3	Char --> fffeba5d
2	Char --> fffec77b
2	Char --> fffef85b
10	Char --> fffe6567
15	Char --> fffe5975
12	Char --> fffedf5b
13	Char --> fffecd53
31	Char --> fffe6030
5	Char --> fffe0a81
2	Char --> fffe797f
6	Char --> fffe7359
5	Char --> fffe8b7c
8	Char --> fffe2d66
11	Char --> fffe737c
2	Char --> fffe1f73
11	Char --> fffe8752
2	Char --> fffe8b55
8	Char --> fffe7252
81	Char --> fffe9330
6	Char --> fffe384e
4	Char --> fffe0581
4	Char --> fffec775
18	Char --> fffe4984
2	Char --> fffe3e72
3	Char --> fffedf57
3	Char --> fffebd79
2	Char --> fffe209f
9	Char --> fffe8d9f
7	Char --> fffe217c
5	Char --> fffef651
2	Char --> fffe1b7b
3	Char --> fffee571
2	Char --> fffe8072
2	Char --> fffe6c9f
19	Char --> fffee330
2	Char --> fffe3a72
2	Char --> fffef388
24	Char --> fffe4d91
3	Char --> fffe638a
55	Char --> fffe6830
4	Char --> fffe1090
3	Char --> fffe7070
2	Char --> fffe1e9e
2	Char --> fffeb651
2	Char --> fffe4b61
2	Char --> fffee160
3	Char --> fffec49a
8	Char --> fffe9175
3	Char --> fffe5353
4	Char --> fffe1659
4	Char --> fffe088d
2	Char --> fffe5b98
2	Char --> fffe6a54
2	Char --> fffea38d
5	Char --> fffeca7d
2	Char --> fffe8b5b
4	Char --> fffe3a7d
3	Char --> fffe5d79
5	Char --> fffec34f
5	Char --> fffefb5d
7	Char --> fffe566e
2	Char --> fffecf9a
2	Char --> fffeeb8a
13	Char --> fffee87d
13	Char --> fffec49e
5	Char --> fffee18d
11	Char --> fffedb98
13	Char --> fffe0190
46	Char --> fffe8230
2	Char --> fffe1089
2	Char --> fffe1c96
6	Char --> fffefd8e
6	Char --> fffee878
4	Char --> fffe5a9a
2	Char --> fffe1857
7	Char --> fffef298
2	Char --> fffef663
3	Char --> fffecd81
3	Char --> fffe6b78
149	Char --> fffeed30
4	Char --> fffee689
5	Char --> fffeb45b
2	Char --> fffe0368
138	Char --> fffe4430
29	Char --> fffee630
2	Char --> fffe9c69
85	Char --> fffee130
3	Char --> fffeaa90
4	Char --> fffe8a6b
3	Char --> fffe4a54
2	Char --> fffed061
7	Char --> fffeb171
3	Char --> fffe7668
4	Char --> fffeeb5f
3	Char --> fffee860
4	Char --> fffe2b6f
3	Char --> fffeac8c
2	Char --> fffec463
25	Char --> fffe4e30
5	Char --> fffe734e
2	Char --> fffe607f
4	Char --> fffedc66
78	Char --> fffecd30
8	Char --> fffe5453
118	Char --> fffed030
5	Char --> fffe394e
2	Char --> fffef968
58	Char --> fffebb30
3	Char --> fffe1185
8	Char --> fffe7465
3	Char --> fffedb96
5	Char --> fffe0b77
2	Char --> fffeae4e
2	Char --> fffe4573
3	Char --> fffe095b
2	Char --> fffeaa7b
9	Char --> fffe3158
6	Char --> fffe8a71
14	Char --> fffeb35b
10	Char --> fffe718a
6	Char --> fffee651
8	Char --> fffec78a
2	Char --> fffec769
179	Char --> fffee930
2	Char --> fffe595f
2	Char --> fffeb964
18	Char --> fffe4266
3	Char --> fffee983
2	Char --> fffee16c
2	Char --> fffe1e68
2	Char --> fffe8454
5	Char --> fffe4e4f
43	Char --> fffed230
2	Char --> fffec791
14	Char --> fffe7065
2	Char --> fffe6f5c
28	Char --> fffe1653
4	Char --> fffef674
2	Char --> fffe8288
3	Char --> fffe4f67
2	Char --> fffe1298
2	Char --> fffea280
18	Char --> fffe5390
5	Char --> fffe4c98
5	Char --> fffe3c77
4	Char --> fffe4c5e
3	Char --> fffeee86
10	Char --> fffe8095
2	Char --> fffe249c
10	Char --> fffe8530
6	Char --> fffe668b
2	Char --> fffe866b
3	Char --> fffeab62
4	Char --> fffe955e
11	Char --> fffeaa60
216	Char --> fffeea30
2	Char --> fffeee77
3	Char --> fffea491
2	Char --> fffe514f
3	Char --> fffedf5e
23	Char --> fffee34e
3	Char --> fffebb6b
2	Char --> fffe1b72
3	Char --> fffe804e
10	Char --> fffefb4e
2	Char --> fffe0d88
7	Char --> fffe6a7f
2	Char --> fffe5272
211	Char --> fffeeb30
2	Char --> fffec28f
5	Char --> fffe5276
23	Char --> fffea330
2	Char --> fffec58f
3	Char --> fffeba80
2	Char --> fffe1368
6	Char --> fffe1b8b
5	Char --> fffe4b7e
8	Char --> fffe8b4f
6	Char --> fffe2b54
2	Char --> fffe1e97
2	Char --> fffea65b
2	Char --> fffed867
3	Char --> fffeed62
2	Char --> fffe368a
2	Char --> fffe198b
57	Char --> fffed430
3	Char --> fffea47f
3	Char --> fffe5d68
3	Char --> fffef362
86	Char --> fffeb030
2	Char --> fffe257b
3	Char --> fffe9162
4	Char --> fffeb45f
2	Char --> fffeba6e
3	Char --> fffeb182
6	Char --> fffe485c
97	Char --> fffeb830
4	Char --> fffe426c
4	Char --> fffe446d
2	Char --> fffea55b
5	Char --> fffe7088
3	Char --> fffe1093
22	Char --> fffed653
2	Char --> fffeaa8c
7	Char --> fffe1d67
5	Char --> fffeed8a
3	Char --> fffec99b
7	Char --> fffe3155
2	Char --> fffee78a
2	Char --> fffe4c61
10	Char --> fffe1c59
2	Char --> fffe5154
4	Char --> fffe1b7d
6	Char --> fffe996c
3	Char --> fffe9030
2	Char --> fffe6a96
5	Char --> fffe0e8a
3	Char --> fffea396
2	Char --> fffe5475
2	Char --> fffe1278
2	Char --> fffe6657
9	Char --> fffed367
2	Char --> fffeee54
2	Char --> fffefa61
3	Char --> fffec953
2	Char --> fffe914e
2	Char --> fffed95f
5	Char --> fffea357
7	Char --> fffe6090
14	Char --> fffe0f5c
2	Char --> fffea060
19	Char --> fffe708b
4	Char --> fffefa63
5	Char --> fffea868
2	Char --> fffe2b7d
2	Char --> fffe2a6a
3	Char --> fffe338b
2	Char --> fffea257
3	Char --> fffee07f
2	Char --> fffe5157
3	Char --> fffe706c
4	Char --> fffe668a
13	Char --> fffe778d
2	Char --> fffecc5d
5	Char --> fffe3868
5	Char --> fffe1b73
2	Char --> fffe2c79
2	Char --> fffea774
4	Char --> fffed26b
2	Char --> fffe0974
6	Char --> fffe2a82
4	Char --> fffee659
2	Char --> fffe8775
5	Char --> fffe216b
3	Char --> fffe7851
4	Char --> fffed381
16	Char --> fffe4b62
2	Char --> fffe2176
7	Char --> fffe7e76
10	Char --> fffef377
5	Char --> fffe8062
4	Char --> fffe0898
2	Char --> fffe507b
4	Char --> fffef64e
9	Char --> fffe6b86
114	Char --> fffeaa30
2	Char --> fffebd5f
14	Char --> fffe1f57
3	Char --> fffe6860
3	Char --> fffe7596
3	Char --> fffe096e
5	Char --> fffec959
18	Char --> fffe1154
4	Char --> fffe6677
2	Char --> fffe8f63
11	Char --> fffee95b
2	Char --> fffe9897
6	Char --> fffe4872
2	Char --> fffe695d
6	Char --> fffe8689
3	Char --> fffe886c
2	Char --> fffe547c
2	Char --> fffe3574
2	Char --> fffeff52
10	Char --> fffe5563
3	Char --> fffe4256
7	Char --> fffe7b6b
20	Char --> fffe1753
3	Char --> fffe2290
2	Char --> fffe939e
4	Char --> fffe0950
6	Char --> fffeb672
3	Char --> fffe6396
3	Char --> fffe267b
2	Char --> fffe9b92
3	Char --> fffe066f
2	Char --> fffe998d
9	Char --> fffe264e
2	Char --> fffebf81
18	Char --> fffe7a6c
2	Char --> fffeaa52
10	Char --> fffeeb58
2	Char --> fffec75b
61	Char --> fffe5930
24	Char --> fffe1062
4	Char --> fffea395
2	Char --> fffe1a85
2	Char --> fffe4162
4	Char --> fffe0c82
4	Char --> fffec752
3	Char --> fffe9065
2	Char --> fffe9166
7	Char --> fffe8b6b
4	Char --> fffe2f66
9	Char --> fffe7896
3	Char --> fffe0656
2	Char --> fffe3466
2	Char --> fffedb6b
2	Char --> fffea778
3	Char --> fffe4b7b
17	Char --> fffe7a7a
4	Char --> fffee15a
14	Char --> fffe7930
11	Char --> fffe708d
2	Char --> fffefd58
5	Char --> fffead92
4	Char --> fffe289d
2	Char --> fffe255e
2	Char --> fffe5d72
11	Char --> fffe6a75
3	Char --> fffef696
3	Char --> fffe448f
3	Char --> fffe838b
8	Char --> fffe7153
8	Char --> fffeee5d
2	Char --> fffe7864
4	Char --> fffe4a58
62	Char --> fffed930
2	Char --> fffe5765
2	Char --> fffe145d
9	Char --> fffe0380
5	Char --> fffef590
11	Char --> fffe9699
7	Char --> fffe047d
8	Char --> fffe0b50
2	Char --> fffefa82
7	Char --> fffe1b6e
2	Char --> fffe236e
31	Char --> fffee389
8	Char --> fffe4a53
4	Char --> fffe139f
2	Char --> fffeb08a
52	Char --> fffe4c30
2	Char --> fffe6b8a
4	Char --> fffec06f
2	Char --> fffedc74
2	Char --> fffed453
7	Char --> fffea95c
2	Char --> fffeef6f
3	Char --> fffeb055
3	Char --> fffe6a57
3	Char --> fffef35d
6	Char --> fffe7075
3	Char --> fffef851
3	Char --> fffe9778
5	Char --> fffe7d50
4	Char --> fffe0c84
6	Char --> fffebf6b
3	Char --> fffe648d
2	Char --> fffe7790
3	Char --> fffef356
2	Char --> fffe1e77
5	Char --> fffe727f
11	Char --> fffe7d30
4	Char --> fffeb466
4	Char --> fffeb260
2	Char --> fffe6e63
3	Char --> fffe5c86
2	Char --> fffe099d
6	Char --> fffe5853
2	Char --> fffe5d75
4	Char --> fffe0881
2	Char --> fffe4b9f
12	Char --> fffe2a59
2	Char --> fffea465
7	Char --> fffe3852
2	Char --> fffe5e86
2	Char --> fffea682
3	Char --> fffeda63
2	Char --> fffec352
3	Char --> fffeb28f
2	Char --> fffe3069
6	Char --> fffe4153
3	Char --> fffebf8f
5	Char --> fffea267
8	Char --> fffea14e
2	Char --> fffe855b
2	Char --> fffeed50
108	Char --> fffe4b30
17	Char --> fffea052
2	Char --> fffe9855
2	Char --> fffe8e54
11	Char --> fffe574e
14	Char --> fffe447d
3	Char --> fffe5194
3	Char --> fffe0c80
5	Char --> fffedd62
2	Char --> fffe1456
2	Char --> fffe777f
12	Char --> fffed191
2	Char --> fffed765
2	Char --> fffed95c
3	Char --> fffe5c63
6	Char --> fffe4079
5	Char --> fffe4868
7	Char --> fffe0390
7	Char --> fffe8b57
4	Char --> fffe3c7a
2	Char --> fffe828a
5	Char --> fffe9959
2	Char --> fffe608a
11	Char --> fffeab8e
5	Char --> fffe4290
2	Char --> fffeee62
4	Char --> fffe4772
10	Char --> fffe3190
3	Char --> fffea953
4	Char --> fffe9e8c
37	Char --> fffeae30
2	Char --> fffe746b
2	Char --> fffe4190
16	Char --> fffe549b
3	Char --> fffe2274
4	Char --> fffe4d98
10	Char --> fffecb59
5	Char --> fffe7981
2	Char --> fffe2956
2	Char --> fffef096
6	Char --> fffeb263
3	Char --> fffebc5d
4	Char --> fffeee63
3	Char --> fffe0454
3	Char --> fffe3b98
2	Char --> fffe8168
2	Char --> fffe1558
22	Char --> fffef476
4	Char --> fffe9767
3	Char --> fffeee76
2	Char --> fffea660
3	Char --> fffe7450
2	Char --> fffebf7d
2	Char --> fffedf88
2	Char --> fffeb568
2	Char --> fffe3256
2	Char --> fffeca67
2	Char --> fffeab4e
3	Char --> fffe3c9b
13	Char --> fffe0c54
2	Char --> fffef567
2	Char --> fffed852
3	Char --> fffe695f
2	Char --> fffe3352
3	Char --> fffe3a4f
5	Char --> fffe4b6a
14	Char --> fffe0180
2	Char --> fffe2a7c
15	Char --> fffee26c
6	Char --> fffe1163
6	Char --> fffe6552
2	Char --> fffe028b
15	Char --> fffe6e7f
13	Char --> fffe715c
5	Char --> fffe4158
3	Char --> fffecd85
2	Char --> fffeb175
6	Char --> fffede80
2	Char --> fffea283
2	Char --> fffe6c9d
4	Char --> fffe3c98
2	Char --> fffe8d97
2	Char --> fffe5079
2	Char --> fffe6079
3	Char --> fffe8f5b
2	Char --> fffe4489
14	Char --> fffe7d76
5	Char --> fffe296e
3	Char --> fffe185a
8	Char --> fffe0d69
6	Char --> fffe6888
4	Char --> fffe115c
3	Char --> fffee275
4	Char --> fffeae7a
4	Char --> fffe4b51
4	Char --> fffebe7c
4	Char --> fffeb05b
6	Char --> fffebb8c
2	Char --> fffeb85e
2	Char --> fffe9f7c
9	Char --> fffec560
2	Char --> fffee493
57	Char --> fffe8c30
5	Char --> fffe384f
13	Char --> fffe7890
8	Char --> fffe2a96
3	Char --> fffe1398
118	Char --> fffe7e30
2	Char --> fffee08c
3	Char --> fffe6f6e
10	Char --> fffe2857
2	Char --> fffe6087
3	Char --> fffe378c
10	Char --> fffef256
4	Char --> fffea858
2	Char --> fffe4b92
3	Char --> fffeab88
2	Char --> fffe8d5b
2	Char --> fffe7081
2	Char --> fffe177d
2	Char --> fffea072
2	Char --> fffec363
2	Char --> fffebb95
2	Char --> fffe8952
2	Char --> fffe4853
2	Char --> fffe3a67
6	Char --> fffebf4f
9	Char --> fffe666b
2	Char --> fffed184
2	Char --> fffe8e6a
13	Char --> fffe5f6c
3	Char --> fffeb168
5	Char --> fffeee4e
2	Char --> fffef662
4	Char --> fffe135f
3	Char --> fffecc91
2	Char --> fffe0f66
2	Char --> fffe1a81
6	Char --> fffe1f51
7	Char --> fffeca53
19	Char --> fffe7230
2	Char --> fffe846a
10	Char --> fffe035e
2	Char --> fffefa4f
2	Char --> fffea963
3	Char --> fffe6971
8	Char --> fffe4077
2	Char --> fffe0483
2	Char --> fffe7853
3	Char --> fffee679
4	Char --> fffe8f7e
2	Char --> fffe0357
10	Char --> fffe954e
2	Char --> fffe6976
3	Char --> fffee665
6	Char --> fffeac72
4	Char --> fffe705f
2	Char --> fffe0b6e
6	Char --> fffe0281
2	Char --> fffe8896
4	Char --> fffe5f4e
3	Char --> fffe3682
2	Char --> fffe8a8e
4	Char --> fffe6990
2	Char --> fffefe5d
3	Char --> fffed078
4	Char --> fffec57f
3	Char --> fffe6859
4	Char --> fffe185f
5	Char --> fffe505d
8	Char --> fffe388f
4	Char --> fffe9e62
3	Char --> fffe0a54
2	Char --> fffe3d85
4	Char --> fffeb074
46	Char --> fffee430
3	Char --> fffe4e67
2	Char --> fffe2a72
2	Char --> fffe576c
4	Char --> fffe3a6a
9	Char --> fffe0763
2	Char --> fffe2b6a
2	Char --> fffea853
58	Char --> fffe8b30
2	Char --> fffe175f
16	Char --> fffe176c
3	Char --> fffe6172
2	Char --> fffed181
3	Char --> fffec356
2	Char --> fffe7272
2	Char --> fffe7958
2	Char --> fffeed8f
2	Char --> fffefc92
2	Char --> fffec95e
7	Char --> fffea789
4	Char --> fffea564
2	Char --> fffeaa98
5	Char --> fffe455e
4	Char --> fffeb254
6	Char --> fffec699
32	Char --> fffeb430
2	Char --> fffe668d
15	Char --> fffe3862
7	Char --> fffe0766
4	Char --> fffee75b
3	Char --> fffe0666
3	Char --> fffe655c
2	Char --> fffee07a
18	Char --> fffe2090
3	Char --> fffe4f50
3	Char --> fffe8c93
2	Char --> fffe4c71
2	Char --> fffe1994
7	Char --> fffef463
10	Char --> fffee154
3	Char --> fffe8166
3	Char --> fffe3d63
7	Char --> fffe4b4e
4	Char --> fffe536b
4	Char --> fffe8d8e
4	Char --> fffe7192
2	Char --> fffe6f69
5	Char --> fffed28e
2	Char --> fffe3680
10	Char --> fffe3478
16	Char --> fffebe30
3	Char --> fffeb55e
4	Char --> fffe014f
2	Char --> fffe178b
6	Char --> fffea75e
6	Char --> fffe3a8a
2	Char --> fffe2a65
2	Char --> fffeaa80
66	Char --> fffe5530
3	Char --> fffe4759
2	Char --> fffeac7d
3	Char --> fffe3e54
13	Char --> fffe385e
2	Char --> fffe878e
3	Char --> fffe7289
2	Char --> fffed28a
6	Char --> fffece8f
2	Char --> fffe8d91
4	Char --> fffe3594
2	Char --> fffead53
15	Char --> fffe0e5c
2	Char --> fffe8d60
5	Char --> fffec55f
2	Char --> fffe0583
82	Char --> fffeac30
2	Char --> fffe2c7d
8	Char --> fffef16d
6	Char --> fffe2a68
5	Char --> fffee582
3	Char --> fffe407a
13	Char --> fffe7b30
2	Char --> fffe2d85
2	Char --> fffe4473
2	Char --> fffefc72
2	Char --> fffe4599
2	Char --> fffe885b
